Revenue,Margin,Orders,Units,Recency
2015,762.0,1,1,549
797,221.0,1,1,550
3381,0.0,1,2,508
1487,271.0,1,1,533
1352,0.0,1,1,511
1739,59.0,1,1,584
6203,0.0,1,6,504
660,5.0,1,1,524
10143,3094.0,4,7,2796
1358,379.0,1,1,510
6469,969.0,1,8,571
1249,93.0,1,1,510
5333,0.0,2,4,508
2240,610.0,1,2,544
2145,580.0,1,5,524
7300,202.0,2,9,539
1619,680.0,1,2,559
3668,526.0,2,2,510
819,165.0,1,1,564
1862,444.0,1,1,997
23469,3618.0,10,28,1030
41344,14738.0,7,28,1112
807,120.0,1,1,536
1510,0.0,1,1,507
6224,717.0,3,3,549
4823,607.0,1,10,549
4177,2569.0,2,2,560
1719,0.0,1,2,514
3507,0.0,2,5,504
3834,164.0,3,3,560
2835,855.0,1,1,1034
761,86.0,1,1,523
1138,0.0,1,1,571
1739,74.0,2,2,529
578,114.0,1,1,518
760,62.0,1,1,555
2639,459.0,1,1,506
715,9.0,1,1,536
1019,588.0,1,1,595
1228,517.0,1,1,544
1558,307.0,1,1,563
13500,10.0,3,18,970
662,0.0,1,1,515
5681,2049.0,2,6,567
3836,1045.0,1,2,549
2697,200.0,1,3,536
641,276.0,1,1,525
10531,3532.0,1,11,517
1689,682.0,1,2,542
1411,396.0,2,2,553
25190,7794.0,7,16,552
1708,362.0,1,2,537
67325,3742.0,2,95,999
1534,612.0,1,1,522
492,18.0,1,1,588
3916,317.0,1,15,567
6131,2197.0,1,8,553
1236,27.0,2,3,542
14093,3126.0,1,20,522
996,112.0,1,1,545
12041,2365.0,5,22,522
3803,1865.0,1,2,574
5831,2022.0,3,7,524
19168,7153.0,8,14,3962
8793,100.0,1,10,1048
2580,1001.0,2,2,521
4956,881.0,1,8,537
5316,1298.0,2,3,524
1442,502.0,1,2,591
501,23.0,1,1,564
956,445.0,1,1,588
718,200.0,1,1,538
487,166.0,1,1,593
451,135.0,1,1,515
793,143.0,1,1,522
35098,11723.0,2,22,1768
1836,772.0,2,3,560
17001,4156.0,1,40,517
589,181.0,1,1,517
2259,853.0,1,1,519
451,44.0,1,1,535
2362,555.0,1,1,579
3254,1651.0,1,2,563
2010,688.0,1,1,553
2135,681.0,2,2,531
3240,1015.0,1,4,544
6000,507.0,3,30,993
1019,0.0,1,1,508
1559,0.0,1,1,504
2186,638.0,1,3,529
526,47.0,1,1,564
1513,672.0,1,1,575
5381,641.0,4,8,527
1867,864.0,1,1,552
1444,652.0,1,1,525
1915,699.0,2,3,531
4479,1287.0,1,7,539
1850,424.0,1,1,977
960,105.0,2,2,551
729,139.0,1,1,525
3299,1824.0,1,1,516
1090,550.0,1,1,523
2708,79.0,3,3,507
1133,237.0,1,1,561
868,0.0,1,1,509
1602,447.0,1,1,586
8474,0.0,1,12,504
602,0.0,1,1,504
6004,2197.0,4,4,2527
761,208.0,1,1,529
2383,940.0,1,2,522
535,62.0,1,1,588
295,9.0,1,1,506
1229,160.0,1,2,543
681,87.0,1,1,550
10248,49.0,5,36,559
1371,584.0,1,1,524
800,49.0,1,1,544
1310,0.0,1,1,524
33998,2442.0,20,33,4741
2639,459.0,1,1,514
841,119.0,1,1,563
1080,316.0,1,1,555
2690,0.0,1,4,507
3981,967.0,1,5,542
804,234.0,1,1,563
2425,132.0,1,4,552
2971,1113.0,2,2,1085
991,0.0,1,1,508
2261,1039.0,1,1,536
48031,9971.0,3,48,2495
425,85.0,1,1,517
2893,1015.0,1,4,588
1600,334.0,1,1,539
1238,204.0,1,2,553
1172,378.0,1,1,523
620,202.0,1,1,595
3808,643.0,3,4,523
1367,453.0,1,1,529
6549,2546.0,1,10,530
1109,15.0,1,1,591
421,3.0,1,1,1014
2155,792.0,1,1,557
1514,593.0,1,1,547
2250,568.0,1,9,525
2415,1052.0,1,1,517
1898,2273.0,1,1,579
1846,608.0,1,1,582
1685,752.0,1,1,557
1747,821.0,1,1,591
2633,103.0,1,3,536
1128,230.0,1,1,511
1434,223.0,2,2,994
6852,369.0,1,19,564
2380,62.0,2,2,556
2448,0.0,1,1,504
836,352.0,1,1,586
1281,340.0,1,1,551
1547,687.0,1,1,573
1985,614.0,1,1,532
2133,595.0,1,2,549
2012,944.0,1,1,564
825,256.0,1,1,581
22748,6138.0,22,29,3802
682,114.0,1,1,533
2804,1130.0,1,2,537
429,116.0,1,1,517
3145,1088.0,1,3,579
699,98.0,1,1,564
2699,573.0,1,3,544
1226,74.0,1,2,521
548,197.0,1,1,594
10484,3639.0,3,9,586
727,176.0,1,2,530
7341,1830.0,5,9,3331
13536,2393.0,3,17,2571
2345,522.0,3,3,555
3733,134.0,1,10,544
929,222.0,1,1,511
6598,2911.0,3,4,532
5058,1843.0,3,4,563
2023,430.0,1,1,560
2127,362.0,1,1,531
3154,1299.0,2,3,594
1332,239.0,1,1,571
3359,1075.0,1,2,523
80842,28244.0,3,61,1851
10908,2181.0,2,9,557
2000,377.0,1,2,581
1831,465.0,1,3,521
1259,381.0,1,1,508
1394,124.0,1,1,511
10168,4527.0,1,9,521
3219,940.0,2,3,536
1321,419.0,1,2,593
1765,425.0,1,1,516
1522,531.0,1,1,538
2993,722.0,1,2,1001
26845,8264.0,1,35,566
6646,1706.0,1,10,532
2671,1189.0,1,1,558
1163,230.0,1,1,594
2995,0.0,1,1,507
7605,2035.0,1,11,538
1065,43.0,1,1,595
666,26.0,1,1,523
1866,0.0,1,1,504
1614,462.0,1,1,544
4398,1536.0,3,4,2278
3363,493.0,1,5,509
1214,526.0,1,1,522
944,425.0,1,1,591
2018,234.0,1,3,532
1284,284.0,1,2,539
2777,492.0,2,4,592
1434,402.0,2,2,550
4252,1201.0,4,6,513
1526,269.0,2,2,542
1558,389.0,1,1,557
5217,1042.0,3,4,1858
798,252.0,1,1,577
3738,1442.0,2,2,557
706,159.0,1,1,551
2197,1060.0,1,1,542
458,4.0,1,1,571
9127,2614.0,2,8,561
1367,453.0,1,1,534
3714,1786.0,1,1,594
3262,1454.0,1,2,564
19077,7609.0,4,14,537
38981,11115.0,11,26,4126
578,0.0,1,1,511
1386,607.0,1,1,535
884,113.0,1,1,556
1319,425.0,1,1,590
1132,145.0,1,1,589
1879,737.0,1,1,525
1242,255.0,1,1,578
666,26.0,1,1,516
410,54.0,1,1,544
907,207.0,1,1,512
80611,7785.0,4,130,3102
7655,2957.0,2,11,558
658,10.0,1,1,535
3008,849.0,2,2,555
1452,722.0,1,1,570
1635,548.0,1,2,538
768,300.0,1,1,517
1052,399.0,1,1,580
669,207.0,1,1,590
2719,1099.0,2,4,530
764,80.0,1,1,536
31040,2357.0,3,35,2315
2250,946.0,1,1,567
15201,3356.0,3,9,532
1762,717.0,1,1,591
620,19.0,1,1,524
2044,692.0,1,1,537
7292,47.0,1,19,574
6061,1983.0,1,14,523
1825,398.0,1,1,512
4298,1320.0,1,1,550
1170,346.0,1,1,514
1080,298.0,1,1,986
6418,3151.0,1,2,535
46030,5909.0,4,77,549
3894,1050.0,1,5,523
1493,618.0,1,1,538
1558,307.0,1,1,563
2049,292.0,1,1,563
1228,0.0,1,1,504
1708,782.0,1,1,570
10749,2200.0,2,9,515
9009,3279.0,1,10,539
2473,512.0,3,3,1857
441,38.0,1,1,522
575,189.0,1,1,537
1947,863.0,1,2,529
807,216.0,1,1,556
516,15.0,1,1,571
3370,1616.0,2,2,539
1733,770.0,1,1,556
4438,1321.0,1,4,585
5796,1188.0,1,4,521
6172,0.0,1,4,510
1831,332.0,1,1,994
1581,400.0,1,1,992
1555,463.0,1,1,531
2683,628.0,1,2,552
2406,813.0,2,3,572
1078,363.0,1,2,538
2891,147.0,3,4,519
1510,385.0,1,1,588
2209,605.0,2,3,573
1001,494.0,1,1,586
835,267.0,1,1,572
2810,445.0,1,5,578
24619,5372.0,8,10,3096
1722,769.0,1,1,573
3229,604.0,1,2,595
1886,599.0,3,3,534
3323,1170.0,2,5,531
2374,546.0,1,3,587
3781,1225.0,3,4,528
1592,486.0,2,2,537
1393,607.0,1,1,584
1259,378.0,1,2,546
892,165.0,1,1,543
1254,204.0,1,1,977
885,105.0,1,2,532
1855,0.0,1,1,507
1070,0.0,1,1,508
836,75.0,1,1,595
2293,538.0,2,3,532
613,157.0,1,1,563
489,0.0,1,1,509
24090,0.0,2,60,508
1650,584.0,1,1,552
1902,931.0,1,1,579
896,0.0,1,1,1035
708,123.0,1,1,579
37059,12969.0,5,64,571
465,56.0,1,1,576
3007,0.0,1,1,504
3372,637.0,1,6,546
526,80.0,1,1,528
1355,397.0,2,2,534
2067,292.0,1,3,528
1356,500.0,2,2,542
4056,1454.0,1,10,522
9188,1098.0,6,16,2613
1040,202.0,1,2,571
1495,63.0,1,1,532
1986,428.0,1,4,538
1432,260.0,1,1,546
1111,33.0,1,3,525
945,159.0,1,1,592
18983,6406.0,9,15,528
2620,983.0,1,2,544
1709,760.0,1,1,529
1228,76.0,1,1,511
954,0.0,1,1,964
2654,746.0,1,3,586
1745,0.0,1,2,504
2353,848.0,1,1,566
1709,783.0,1,1,572
1984,0.0,1,1,504
1239,187.0,1,2,543
2571,533.0,2,4,534
2296,0.0,1,4,509
5898,1296.0,2,8,530
705,93.0,1,1,525
5164,3816.0,1,2,1039
1614,0.0,1,1,513
10930,3905.0,1,11,536
6391,1023.0,2,3,568
2835,494.0,3,3,522
5644,53.0,2,7,555
2118,1147.0,1,1,567
802,250.0,1,1,551
1970,134.0,1,3,538
1549,0.0,1,2,507
1555,496.0,1,1,581
49026,13611.0,15,33,4589
1790,709.0,1,1,593
3028,553.0,1,2,581
1650,516.0,1,1,545
1748,26.0,2,5,535
882,371.0,1,1,587
1168,377.0,1,2,593
2983,181.0,1,5,571
1383,552.0,1,1,545
810,362.0,1,1,516
1972,439.0,1,3,593
11776,3567.0,15,16,3897
1212,0.0,1,1,507
3822,665.0,2,3,564
969,388.0,1,1,531
258,13.0,1,1,515
1981,610.0,1,1,522
5462,1207.0,4,4,522
2012,759.0,1,1,550
4597,1115.0,2,2,552
2140,643.0,1,2,517
522,55.0,1,1,572
108354,41796.0,17,92,5767
3602,0.0,1,10,508
9747,1781.0,3,5,528
1015,121.0,1,1,542
1925,703.0,1,1,594
774,103.0,1,1,524
4977,0.0,2,6,504
1256,218.0,1,1,565
9082,2476.0,1,1,586
3001,224.0,2,4,554
1369,509.0,1,1,545
4904,926.0,1,1,969
810,133.0,1,1,965
1510,161.0,1,1,508
1009,145.0,1,1,522
1441,0.0,1,1,537
22292,7821.0,1,24,525
649,150.0,1,1,581
13633,3111.0,3,13,542
636,76.0,1,1,528
1310,491.0,1,1,544
2249,484.0,1,1,544
9832,3326.0,2,5,565
1556,222.0,1,2,978
636,76.0,1,1,523
1871,338.0,1,1,570
2249,484.0,1,1,557
1902,936.0,1,1,558
1691,263.0,2,2,542
1374,627.0,1,1,570
2126,755.0,1,2,530
491,98.0,1,1,507
648,67.0,1,1,515
599,43.0,1,1,537
4389,148.0,2,6,1822
1365,213.0,1,1,516
1837,584.0,1,1,563
699,154.0,1,1,558
1225,294.0,1,1,541
842,68.0,1,1,572
1589,537.0,1,1,536
517,12.0,1,2,518
539,9.0,1,1,538
1403,576.0,1,1,514
1505,446.0,1,1,586
52608,2175.0,8,94,3104
872,295.0,1,1,523
9384,3837.0,1,1,585
515,5.0,1,1,510
1965,653.0,1,2,518
14432,372.0,2,63,547
1688,0.0,1,1,510
891,54.0,1,1,511
4691,1143.0,1,2,535
1497,665.0,1,1,581
1387,549.0,1,1,547
1734,595.0,1,1,984
1120,133.0,1,1,581
4815,902.0,1,3,572
1527,545.0,1,1,530
955,416.0,1,1,585
2907,143.0,1,3,565
1873,632.0,1,1,563
1787,635.0,1,1,557
2101,483.0,1,1,566
10732,2116.0,6,12,542
6326,2081.0,1,1,546
3288,816.0,2,6,1902
814,60.0,1,1,570
2434,377.0,2,2,550
1899,836.0,1,1,564
2926,1031.0,1,2,530
1588,419.0,1,1,543
839,129.0,1,1,552
2067,1049.0,1,1,580
2905,835.0,1,2,530
3121,143.0,1,5,514
1155,366.0,1,2,594
108622,23092.0,4,120,2860
2498,1041.0,1,1,571
9513,3247.0,2,6,557
759,160.0,1,1,542
1750,536.0,1,1,546
3177,753.0,2,3,586
1508,764.0,1,1,581
2664,1103.0,1,3,546
1844,650.0,1,1,550
5363,2479.0,1,3,560
1142,0.0,1,1,523
143408,45640.0,5,90,2307
654,20.0,1,1,550
2086,827.0,2,2,557
2422,1172.0,1,1,514
3935,1061.0,1,2,562
1367,444.0,1,1,536
1310,0.0,1,1,526
753,33.0,1,1,542
1777,0.0,1,3,508
1374,27.0,1,2,509
9202,1145.0,1,12,579
7358,2271.0,1,10,994
986,305.0,1,1,594
1301,337.0,1,1,581
3149,417.0,2,2,543
791,97.0,1,1,546
1363,88.0,1,1,523
4077,1446.0,2,4,581
539,76.0,1,1,531
2095,720.0,1,1,551
851,303.0,1,1,571
2980,864.0,1,3,580
3129,246.0,3,3,2269
674,255.0,1,1,591
1199,106.0,1,1,563
9132,3548.0,2,6,526
1187,153.0,1,1,510
1440,479.0,1,1,542
2444,112.0,2,2,515
987,195.0,1,1,509
2046,332.0,2,2,541
1325,0.0,1,1,589
1776,513.0,1,1,526
907,156.0,1,1,978
5996,1675.0,1,7,986
1334,132.0,1,1,545
510,38.0,1,1,509
786,0.0,1,1,509
3826,31.0,3,5,555
2127,362.0,1,1,543
1709,795.0,1,1,516
728,142.0,1,2,522
2073,0.0,1,2,510
1400,235.0,1,1,533
1944,484.0,1,3,537
8206,2693.0,1,6,1050
1170,18.0,1,1,514
1127,442.0,1,1,552
1793,801.0,1,1,535
1551,501.0,1,1,551
807,120.0,1,1,544
1596,539.0,1,1,563
2924,949.0,2,3,535
2516,780.0,1,5,539
1907,273.0,1,2,513
1746,325.0,1,2,544
16419,5207.0,2,7,1935
1472,529.0,1,1,542
1078,405.0,1,1,570
1901,184.0,3,3,532
1039,400.0,1,1,549
1469,638.0,1,2,509
1457,244.0,1,1,543
1507,178.0,1,2,515
2315,226.0,1,1,547
1749,184.0,1,2,509
3823,667.0,2,9,527
475,115.0,1,1,1006
4810,2033.0,2,3,565
944,359.0,1,1,535
1529,843.0,1,1,536
1587,418.0,1,1,529
1817,1799.0,1,1,555
2702,1438.0,1,1,563
3286,1132.0,2,2,539
891,54.0,1,1,514
1527,545.0,1,1,543
1805,832.0,1,1,567
1886,791.0,1,1,1034
643,110.0,1,1,561
5477,0.0,1,4,515
13374,5561.0,1,10,587
1473,422.0,1,1,521
1659,269.0,1,1,595
1787,861.0,1,1,573
1409,705.0,1,1,517
2255,1004.0,1,1,532
1398,0.0,1,3,510
673,79.0,1,1,538
2515,699.0,3,3,1891
1808,1096.0,1,3,568
2964,544.0,1,2,540
650,26.0,1,1,590
984,341.0,1,1,524
3284,304.0,2,5,534
698,0.0,1,1,504
668,317.0,1,1,563
5977,674.0,1,6,545
818,77.0,1,1,510
4900,0.0,1,10,510
2208,789.0,1,1,995
1819,312.0,1,1,528
573,165.0,1,1,566
967,8.0,1,1,514
664,206.0,1,1,574
2458,812.0,1,2,580
761,212.0,1,1,524
4173,928.0,2,3,556
3225,1094.0,2,3,544
562,104.0,1,1,535
750,314.0,1,1,584
3383,2955.0,1,2,1051
2445,1105.0,1,2,559
770,221.0,1,1,517
11308,0.0,1,15,524
4028,1176.0,1,5,584
1397,584.0,1,1,510
2449,588.0,1,2,544
1526,180.0,1,2,521
899,237.0,1,1,509
3503,425.0,3,3,558
1827,0.0,1,1,507
3137,938.0,2,2,1938
1946,708.0,1,1,592
2023,430.0,1,1,531
1239,574.0,1,1,522
2044,583.0,1,2,581
869,174.0,1,1,589
2121,0.0,1,1,573
3453,297.0,2,2,531
1890,679.0,1,3,515
763,90.0,1,1,515
1326,535.0,1,1,565
491,44.0,1,1,1044
1594,329.0,1,1,513
847,140.0,1,1,551
2127,362.0,1,1,532
807,120.0,1,1,539
1358,279.0,1,1,535
1823,100.0,1,1,518
2731,496.0,1,2,518
969,108.0,1,2,520
3676,1133.0,1,4,510
578,107.0,1,1,536
2048,763.0,1,1,1048
15777,3347.0,2,19,1642
2098,724.0,1,1,549
11708,4005.0,2,6,529
4257,1196.0,1,5,546
1356,449.0,1,1,529
958,241.0,1,1,523
11824,4915.0,1,5,560
1809,0.0,1,1,522
756,0.0,1,1,575
8299,1841.0,4,7,521
899,67.0,1,1,556
522,102.0,1,1,969
1800,720.0,1,1,577
1972,848.0,1,1,524
4751,1539.0,1,2,518
1787,635.0,1,1,552
19155,5483.0,2,27,565
1965,665.0,1,3,587
4604,216.0,1,3,514
1182,217.0,1,1,518
1819,383.0,1,1,564
2871,1099.0,1,2,561
1219,375.0,1,1,998
2044,738.0,1,2,538
591,70.0,1,1,549
21397,7206.0,1,8,532
1553,616.0,1,1,547
1589,538.0,1,1,534
1396,322.0,3,3,550
802,0.0,1,1,508
1239,189.0,1,2,539
1626,346.0,1,3,551
791,180.0,1,1,560
5473,1487.0,1,1,973
2476,1224.0,1,1,572
1528,490.0,1,1,524
1467,502.0,1,1,595
1050,265.0,1,1,511
1332,53.0,1,2,518
1477,477.0,1,1,581
3154,1978.0,1,1,549
770,99.0,1,1,514
1396,83.0,1,1,516
8152,0.0,1,12,515
2995,630.0,3,5,2554
490,91.0,1,1,524
1457,132.0,1,3,567
6823,1063.0,1,5,514
3146,236.0,2,6,509
1098,269.0,1,2,565
1446,523.0,1,1,555
1088,106.0,1,4,581
2765,200.0,1,2,516
862,45.0,2,2,554
2367,595.0,2,2,560
803,247.0,1,1,994
652,95.0,1,1,529
700,91.0,1,2,536
2043,166.0,1,1,524
2938,245.0,1,8,593
1333,451.0,1,1,545
4449,1165.0,2,6,1108
582,70.0,1,1,536
1152,105.0,1,1,526
847,143.0,1,1,535
602,51.0,1,1,510
4128,1663.0,3,5,1672
1597,79.0,1,1,528
6732,0.0,1,3,504
1198,184.0,1,1,509
3481,472.0,2,5,549
736,38.0,1,1,595
4584,1039.0,2,4,578
799,165.0,1,1,563
1670,349.0,1,1,533
6204,1889.0,2,3,526
1363,501.0,1,1,579
44854,8129.0,10,37,2706
679,80.0,1,1,510
1844,608.0,1,1,525
1064,99.0,1,1,509
514,19.0,1,1,591
849,1.0,1,1,564
1375,133.0,1,1,510
785,96.0,1,1,542
2161,95.0,1,1,511
12930,3398.0,2,8,532
2393,1141.0,1,1,578
885,72.0,1,1,994
2999,636.0,1,1,545
2000,377.0,1,2,584
1546,690.0,1,1,562
1865,685.0,1,1,536
44492,12349.0,5,19,520
844,0.0,1,1,504
1633,583.0,1,2,586
1815,715.0,1,1,532
3692,1246.0,2,2,530
756,31.0,1,1,518
18873,2000.0,1,24,1020
629,158.0,1,1,521
1396,564.0,1,1,518
1814,26.0,1,1,550
649,0.0,1,1,558
918,245.0,1,1,582
2127,362.0,1,1,541
1889,509.0,1,1,517
6353,1938.0,1,3,511
1424,502.0,1,1,541
400,123.0,1,2,588
782,67.0,1,1,978
11044,372.0,3,6,2405
572,76.0,1,2,563
1783,666.0,1,1,572
1120,305.0,1,1,544
2410,1096.0,1,1,565
1424,459.0,1,1,529
12987,114.0,2,13,557
1171,124.0,1,1,524
1099,0.0,1,1,535
1650,516.0,1,1,536
2095,720.0,1,1,553
11951,3599.0,4,13,2224
1328,462.0,1,1,522
6036,1191.0,2,3,532
699,216.0,1,1,519
2804,870.0,1,1,525
675,97.0,1,1,564
1469,322.0,1,1,542
1154,97.0,1,1,584
1650,337.0,1,1,528
2379,1203.0,1,1,567
1160,22.0,1,1,521
1488,435.0,1,1,1003
604,51.0,1,1,510
690,84.0,1,1,551
2823,810.0,1,1,515
1440,301.0,1,1,595
2807,439.0,1,1,536
9249,2351.0,4,7,526
699,216.0,1,1,506
941,342.0,1,1,573
2133,783.0,1,2,584
379,0.0,1,1,544
3515,388.0,1,5,978
6982,2408.0,1,7,570
883,211.0,1,1,531
2663,865.0,2,3,550
2300,506.0,1,1,515
5039,1135.0,1,8,535
1125,229.0,1,1,508
35334,4162.0,1,32,511
1149,5.0,1,1,595
2717,710.0,1,3,566
1347,542.0,1,1,518
6127,950.0,4,6,2387
6835,2221.0,3,5,538
1064,99.0,1,1,505
9394,2090.0,2,12,529
3948,237.0,2,2,524
545,158.0,1,1,530
8985,1487.0,1,15,522
873,131.0,1,1,539
1026,180.0,1,1,570
1438,639.0,1,1,557
1361,487.0,1,1,529
1598,462.0,1,1,1027
1295,43.0,1,1,578
1613,239.0,1,2,543
3257,533.0,1,3,512
2139,988.0,1,1,577
4172,682.0,2,3,569
6284,532.0,4,8,557
3644,983.0,2,3,556
1189,96.0,1,1,529
1393,514.0,1,1,559
14121,5412.0,1,7,584
48245,2699.0,4,73,2966
12278,2005.0,5,16,557
873,163.0,1,1,546
1357,260.0,1,2,585
822,258.0,1,1,588
5354,1775.0,2,3,544
731,172.0,1,1,510
5526,850.0,2,21,542
24984,1317.0,2,26,550
569,59.0,1,1,544
990,45.0,1,1,516
1195,0.0,1,1,972
1645,259.0,1,3,565
2998,672.0,2,3,538
1750,807.0,1,1,517
810,301.0,1,1,528
1415,373.0,1,1,588
1130,231.0,1,2,534
3018,1060.0,1,2,524
3832,1100.0,2,2,521
1228,76.0,1,1,512
2917,1317.0,1,1,545
6470,1323.0,6,7,3075
690,84.0,1,1,557
879,73.0,1,1,524
1967,486.0,1,1,528
3080,982.0,1,2,542
2601,600.0,1,3,529
4935,1468.0,4,4,543
13571,4773.0,1,8,530
48317,4684.0,9,10,539
5130,1095.0,2,3,532
1750,318.0,1,1,514
32309,8328.0,10,16,3039
1567,265.0,1,1,508
10614,1177.0,3,9,525
599,184.0,1,1,531
1407,471.0,1,1,546
3468,478.0,3,5,517
4796,1418.0,1,4,531
1567,38.0,2,2,560
3004,0.0,2,2,553
3216,389.0,1,2,516
1494,311.0,1,1,564
8407,1486.0,1,10,1006
367,15.0,1,1,970
951,288.0,1,1,553
862,53.0,1,1,595
6111,2768.0,3,4,1125
1471,171.0,1,3,517
1520,595.0,1,1,514
736,56.0,1,1,528
1634,630.0,1,1,565
1873,464.0,1,2,521
4232,1307.0,5,6,536
2376,497.0,1,5,539
6583,2394.0,3,8,1727
2212,0.0,1,1,507
1638,230.0,1,1,536
3351,1660.0,1,2,532
3339,645.0,2,5,549
4944,2152.0,3,3,532
2428,196.0,1,5,508
1605,705.0,1,1,515
425,68.0,1,1,570
3642,1331.0,2,5,585
2973,421.0,2,7,588
41236,10556.0,11,46,4756
29994,0.0,1,48,509
3031,774.0,1,5,514
3954,966.0,2,2,559
886,350.0,1,1,559
1561,796.0,1,1,514
716,217.0,1,1,534
2265,498.0,1,4,510
770,37.0,1,2,589
1752,743.0,1,1,529
1519,540.0,1,1,537
4519,1613.0,2,2,1866
2573,1306.0,2,3,569
291,52.0,1,1,595
20858,3447.0,2,29,514
5690,1074.0,2,7,564
3048,1121.0,1,2,595
535,49.0,1,1,531
2124,273.0,1,5,572
732,310.0,1,1,531
1922,782.0,1,1,551
1969,658.0,2,2,528
2706,648.0,2,2,989
1786,861.0,1,1,570
531,0.0,1,1,510
1524,0.0,1,1,504
2416,1017.0,1,1,552
1725,35.0,2,3,517
8100,1712.0,1,10,516
2499,1061.0,1,1,542
2245,471.0,1,2,537
1220,434.0,1,1,576
1563,565.0,1,1,529
6751,1450.0,2,6,1768
978,339.0,1,1,531
670,60.0,1,1,561
2187,1136.0,2,2,575
16224,3659.0,1,22,532
707,5.0,1,2,580
3080,350.0,2,5,520
587,17.0,1,1,566
1329,464.0,1,1,522
2819,1175.0,3,3,529
2049,855.0,1,1,567
3646,1239.0,1,2,1014
448,119.0,1,1,522
4838,1975.0,1,2,544
602,58.0,1,1,528
814,60.0,1,2,588
3119,751.0,1,1,550
1351,129.0,1,1,589
1344,282.0,1,1,523
3275,1306.0,2,3,557
2120,114.0,1,3,553
1385,547.0,1,1,556
122825,16681.0,8,78,2752
1774,181.0,1,1,514
1472,0.0,1,1,528
2234,168.0,2,3,514
2728,502.0,1,10,553
600,134.0,1,1,559
2378,193.0,1,2,544
4433,461.0,1,3,529
1082,34.0,1,1,561
3134,1345.0,2,2,554
3390,918.0,1,1,524
6479,1846.0,4,5,3084
3496,1651.0,2,2,544
1899,0.0,1,1,540
1965,989.0,1,1,566
695,101.0,1,1,545
3090,1299.0,1,2,551
949,138.0,1,1,546
6599,1151.0,2,8,565
888,228.0,1,1,510
1499,577.0,1,1,541
2840,763.0,2,2,558
25088,9234.0,7,17,4151
887,87.0,1,1,545
1836,223.0,1,1,511
720,171.0,1,1,521
1951,540.0,1,1,551
1317,503.0,1,1,595
1565,0.0,1,2,511
761,0.0,1,1,508
967,0.0,1,2,504
854,181.0,1,1,536
1619,65.0,1,1,547
722,107.0,1,1,970
2022,707.0,1,1,1020
1000,61.0,1,2,546
1359,0.0,1,1,529
1020,174.0,1,1,528
578,101.0,1,1,518
8790,396.0,3,3,533
1640,474.0,1,1,524
1361,256.0,1,1,550
1899,629.0,1,1,539
1944,774.0,1,1,557
1961,832.0,1,1,538
648,180.0,1,1,1049
10389,444.0,5,11,534
6740,1236.0,1,18,558
463,11.0,1,1,521
13030,4610.0,4,6,562
4054,1057.0,1,6,563
1003,0.0,1,2,507
1580,726.0,2,2,510
1575,0.0,1,1,513
2015,783.0,1,1,592
1686,158.0,1,3,577
1602,418.0,1,1,998
2166,634.0,1,3,584
778,229.0,1,1,517
29047,3613.0,4,61,550
2202,0.0,2,4,524
1839,133.0,2,7,564
398,36.0,1,1,513
5546,1900.0,1,7,543
7326,2079.0,1,25,584
1018,494.0,1,1,591
4836,1224.0,3,8,582
1636,231.0,1,1,1001
669,255.0,1,1,532
6831,706.0,1,6,531
14502,6848.0,1,10,573
4376,2073.0,1,2,584
2201,417.0,2,2,524
1182,367.0,1,1,559
5768,1649.0,2,4,544
2803,715.0,2,4,537
1709,783.0,1,1,572
1365,213.0,1,1,516
7357,2493.0,2,5,1785
1864,700.0,1,1,573
1000,68.0,1,1,584
1198,369.0,1,2,529
3745,742.0,1,1,569
2649,742.0,1,2,523
757,126.0,1,1,546
2006,642.0,1,1,542
1137,351.0,1,1,516
1616,374.0,1,1,544
1455,336.0,1,1,590
83965,7139.0,36,62,2908
1436,407.0,1,1,558
1843,649.0,1,1,566
1465,299.0,2,2,545
759,160.0,1,1,538
289,16.0,1,1,514
491,96.0,1,1,551
285,34.0,1,1,591
1750,715.0,1,1,571
1405,280.0,1,1,563
1469,402.0,1,1,528
9883,1375.0,2,3,1971
490,139.0,1,1,535
1430,0.0,1,1,504
2807,992.0,1,3,530
1632,516.0,1,1,560
1193,52.0,1,2,569
2924,0.0,1,1,504
2103,502.0,2,2,525
291,18.0,1,1,557
6239,1391.0,1,2,564
5983,1491.0,2,7,573
1786,560.0,1,2,1005
583,181.0,1,1,556
1552,189.0,1,1,510
1490,554.0,1,1,577
1012,3.0,1,1,565
2420,369.0,2,3,535
2947,934.0,1,2,586
863,353.0,1,1,595
2565,513.0,1,6,579
611,0.0,1,1,504
1312,404.0,1,2,579
17371,812.0,1,25,1012
444,85.0,1,1,546
1726,698.0,1,2,545
7546,2679.0,5,8,533
1033,149.0,1,1,535
1239,67.0,2,2,560
353,18.0,1,1,539
440,55.0,1,1,565
7186,2367.0,2,6,591
1367,903.0,1,1,542
456,47.0,1,1,585
7337,1958.0,6,7,2744
1663,725.0,1,1,543
3141,1382.0,1,1,572
12906,4174.0,6,9,533
4138,469.0,2,5,518
4109,2092.0,1,2,584
1010,18.0,1,1,506
8690,1744.0,1,10,593
3450,581.0,1,4,508
6002,475.0,2,8,518
2067,795.0,1,1,523
60982,21204.0,3,45,2462
48354,6766.0,8,47,3325
13603,4012.0,5,11,3282
817,258.0,1,1,562
1290,515.0,1,1,574
4354,1253.0,1,1,578
1268,509.0,1,1,536
