Revenue,Margin,Orders,Units,Recency
7134,2340.0,5,5,569
8116,1799.0,1,10,521
1571,524.0,1,1,538
998,155.0,1,1,557
865,28.0,1,2,558
782,231.0,1,1,535
102850,29635.0,7,74,4027
1827,428.0,1,1,551
4648,0.0,1,3,508
1135,1126.0,1,1,526
2743,198.0,2,3,507
854,181.0,1,1,538
4573,2194.0,1,4,572
1608,678.0,1,1,538
1190,0.0,1,1,577
764,68.0,1,1,542
596,49.0,1,1,551
1352,307.0,1,1,1042
596,26.0,1,1,568
1477,521.0,1,1,531
3225,1227.0,2,2,547
754,155.0,1,1,523
1433,129.0,1,3,560
959,136.0,1,1,517
941,139.0,1,1,573
1151,398.0,1,1,547
1422,573.0,1,1,522
2879,976.0,1,2,585
27363,5429.0,7,26,3318
6115,1632.0,1,6,518
863,17.0,1,1,524
1227,562.0,1,1,579
7453,1049.0,2,9,539
2821,1563.0,1,1,547
1686,303.0,1,3,556
1619,658.0,1,2,594
590,0.0,1,1,516
1571,719.0,1,1,524
938,350.0,1,1,564
1013,275.0,1,1,1008
2310,631.0,1,3,550
1195,188.0,2,3,545
2031,594.0,1,1,593
1458,479.0,1,1,567
1517,255.0,2,3,516
4327,1604.0,2,7,530
1083,184.0,1,2,528
585,175.0,1,1,539
6970,1942.0,2,8,542
1537,355.0,2,2,508
1595,110.0,1,1,1008
4887,1813.0,2,7,573
1835,0.0,1,1,507
1661,0.0,1,1,521
1837,327.0,2,2,532
5097,823.0,1,12,571
701,276.0,1,1,549
4456,1469.0,2,5,1110
1583,651.0,1,1,591
877,149.0,1,1,536
569,200.0,1,1,595
3754,1375.0,2,3,1518
478,45.0,1,1,510
741,203.0,1,1,547
982,42.0,1,2,549
535,60.0,1,1,521
735,0.0,1,1,505
2876,1028.0,2,2,549
1510,402.0,1,1,567
1682,0.0,1,1,508
2112,844.0,1,2,558
290,7.0,1,1,543
1232,0.0,1,2,962
5044,1866.0,1,7,565
1676,424.0,1,2,585
8990,670.0,1,10,591
1060,93.0,1,1,538
1968,974.0,1,1,531
340,32.0,1,1,530
1116,471.0,1,1,571
819,211.0,1,1,521
608,182.0,1,1,595
823,345.0,1,1,521
1746,861.0,1,2,1043
1940,174.0,1,1,539
1640,518.0,1,1,535
1489,411.0,2,2,562
2283,0.0,1,3,509
2792,0.0,1,1,524
3554,1290.0,1,3,565
2014,632.0,1,2,567
447,106.0,1,1,592
621,264.0,1,1,536
805,58.0,2,2,508
1803,510.0,2,3,1486
1288,36.0,1,3,565
1850,419.0,1,1,578
1985,614.0,1,1,531
482,56.0,1,1,580
2281,986.0,1,1,584
2355,470.0,2,3,541
4924,1611.0,1,2,559
1424,459.0,1,1,537
2466,894.0,2,2,537
844,104.0,1,1,588
2821,1034.0,1,2,1042
45928,13675.0,15,30,4123
760,0.0,1,1,510
4414,1482.0,2,2,523
1737,244.0,1,1,553
1483,64.0,1,1,558
1614,462.0,1,1,532
583,27.0,1,1,558
2538,1277.0,1,2,517
638,16.0,1,1,592
2753,1107.0,1,2,559
1155,190.0,1,1,523
1336,345.0,1,1,993
1798,134.0,1,2,532
4146,1080.0,1,6,587
1624,556.0,1,1,552
763,90.0,1,1,522
2056,1.0,1,1,585
1043,139.0,1,1,544
763,90.0,1,1,521
311,22.0,1,1,564
9910,3352.0,6,6,542
431,10.0,1,1,537
39116,10774.0,7,29,2964
9283,862.0,2,9,537
2188,1036.0,1,1,581
3335,601.0,2,2,514
1474,614.0,1,1,542
15088,3668.0,6,13,544
685,45.0,1,1,566
688,108.0,1,1,508
3390,1113.0,1,4,524
860,167.0,1,1,511
1841,2.0,1,3,559
3917,682.0,3,3,2780
607,0.0,1,1,521
7026,2037.0,2,4,539
1326,275.0,1,1,510
2215,0.0,1,1,542
1675,307.0,1,1,523
1708,362.0,1,2,545
9469,3929.0,2,12,554
1614,439.0,1,1,537
3543,395.0,1,15,594
15733,1576.0,1,48,584
6531,2444.0,5,6,2446
1934,455.0,2,2,514
2346,570.0,1,1,545
1140,0.0,1,1,523
1116,398.0,1,1,560
792,351.0,1,1,577
693,0.0,1,1,509
4351,164.0,6,11,549
1230,177.0,2,2,545
1755,674.0,1,1,560
1090,230.0,1,1,536
650,70.0,1,1,972
628,129.0,1,1,529
1791,774.0,2,2,560
673,99.0,1,1,528
2636,53.0,2,5,562
3320,714.0,3,4,563
4425,41.0,4,7,565
2253,32.0,1,5,530
1892,485.0,2,3,592
4224,1805.0,2,2,557
1041,40.0,1,2,591
9913,2298.0,5,8,2787
496,92.0,1,1,528
1934,522.0,2,3,555
4127,1362.0,5,6,533
745,190.0,1,1,563
11504,0.0,1,20,507
2589,1091.0,1,3,584
965,260.0,1,1,535
7819,1307.0,2,18,545
1310,256.0,1,1,581
440,27.0,1,1,517
13970,4745.0,5,10,2987
1208,270.0,1,1,509
759,160.0,1,1,532
1209,61.0,1,1,523
1010,278.0,1,1,536
5290,2232.0,2,3,581
1434,334.0,1,2,529
788,47.0,1,1,591
1140,19.0,1,1,542
8829,1745.0,3,8,550
1091,379.0,1,1,564
4772,1770.0,2,4,1872
1256,13.0,1,1,543
2914,698.0,1,4,544
1230,484.0,1,1,578
1547,638.0,1,1,588
2937,1296.0,1,1,535
3939,1315.0,2,4,526
1805,781.0,1,1,578
1342,512.0,1,1,572
2228,1079.0,1,1,544
994,330.0,1,1,595
173569,19336.0,63,120,3012
5201,602.0,1,9,544
1491,588.0,1,1,524
26136,8880.0,10,20,556
524,60.0,1,1,564
1680,0.0,1,1,511
1460,44.0,1,2,509
2711,944.0,1,3,580
2075,183.0,1,2,512
1007,265.0,1,1,505
2127,362.0,1,1,542
768,0.0,1,1,961
2158,183.0,2,4,1777
17752,8831.0,1,12,558
1319,577.0,1,1,555
870,0.0,1,1,547
1187,153.0,1,1,508
779,171.0,1,1,534
2168,349.0,2,2,578
870,44.0,1,1,511
5346,536.0,3,5,591
3845,1448.0,1,4,566
2883,485.0,1,5,557
14285,3427.0,2,8,1012
500,120.0,1,1,523
571,32.0,1,1,527
2583,1387.0,1,1,543
1801,415.0,1,1,554
764,0.0,1,1,511
891,54.0,1,1,509
1262,435.0,1,1,565
615,105.0,1,1,531
1359,445.0,1,1,532
2279,504.0,1,3,507
1496,486.0,1,1,972
1264,0.0,1,1,504
2161,429.0,1,1,594
763,90.0,1,1,518
1193,0.0,1,1,504
9094,4528.0,1,5,570
17283,4794.0,2,6,544
1652,548.0,1,1,546
1225,294.0,1,1,541
1412,400.0,1,1,540
4250,2129.0,1,1,531
2443,271.0,1,1,1039
687,14.0,1,1,509
1963,256.0,1,1,558
1762,516.0,1,1,524
1365,213.0,1,1,516
3302,1389.0,1,2,582
659,152.0,1,1,564
690,0.0,1,1,521
2303,101.0,1,1,573
1611,726.0,1,1,551
1563,755.0,1,1,575
817,0.0,1,1,962
3453,1076.0,1,3,525
2995,922.0,3,5,523
1595,616.0,1,1,595
1032,235.0,1,1,584
693,20.0,1,1,533
1442,174.0,1,1,594
560,10.0,1,1,517
28679,9251.0,1,50,587
2457,0.0,1,3,516
225,0.0,1,1,504
5600,322.0,1,4,1048
870,21.0,1,1,545
1920,671.0,1,1,585
1668,248.0,2,2,581
1553,524.0,1,2,586
440,23.0,1,1,514
2089,378.0,3,3,532
888,57.0,1,1,552
884,350.0,1,1,557
2762,534.0,2,2,544
646,97.0,1,1,576
1750,0.0,1,1,963
12281,761.0,2,10,510
1697,828.0,1,1,587
1899,646.0,1,1,537
2042,887.0,1,1,563
1098,89.0,1,1,550
2160,32.0,2,2,561
2073,600.0,1,3,531
3044,1463.0,1,3,545
3650,176.0,3,4,519
813,117.0,1,1,558
32398,6410.0,3,25,992
7497,2448.0,1,4,509
1446,523.0,1,1,551
3478,820.0,4,4,557
2063,640.0,1,1,528
2908,266.0,3,4,544
1622,246.0,1,1,510
694,265.0,1,1,560
763,90.0,1,1,524
1039,400.0,1,1,546
1396,581.0,1,1,570
14553,3717.0,4,11,1771
3842,1226.0,1,3,517
1156,140.0,1,2,573
2466,355.0,2,2,522
8055,2384.0,1,11,557
1021,216.0,1,1,525
1397,584.0,1,1,508
770,58.0,1,1,524
597,126.0,1,1,593
3274,1150.0,1,5,570
2082,981.0,1,1,580
1785,297.0,1,1,1036
1612,423.0,1,3,536
4705,2183.0,1,2,532
613,143.0,1,1,535
894,31.0,1,2,546
3430,249.0,3,8,541
584,127.0,1,1,588
1284,297.0,1,1,593
1450,23.0,2,2,544
2127,362.0,1,1,532
5366,0.0,1,4,509
10612,2240.0,2,11,1903
2633,171.0,2,2,1738
644,52.0,1,1,575
1476,417.0,1,2,532
1294,413.0,1,1,551
1135,411.0,2,2,519
30318,1552.0,1,47,515
1246,238.0,1,2,528
2095,720.0,1,1,559
28860,9392.0,1,12,557
1940,889.0,1,1,579
19659,5656.0,4,28,524
4687,609.0,4,7,2481
542,205.0,1,1,593
1212,147.0,2,2,524
2155,747.0,1,1,545
1179,399.0,1,1,524
13602,730.0,1,40,559
867,212.0,1,1,520
1752,497.0,1,1,537
491,168.0,1,1,585
3923,1029.0,2,5,592
2407,529.0,2,4,593
1703,286.0,1,1,973
878,180.0,1,1,510
672,104.0,1,1,523
1745,674.0,1,3,556
2726,143.0,3,3,545
987,459.0,1,1,560
8920,4211.0,1,4,537
992,0.0,1,2,504
1306,199.0,1,1,573
880,0.0,1,1,504
505,69.0,1,1,570
13572,2879.0,3,10,2323
1186,206.0,2,2,554
851,243.0,1,1,587
1164,327.0,1,1,524
611,29.0,1,1,587
9259,0.0,1,7,515
1451,542.0,1,2,560
7184,2207.0,1,10,544
28199,2628.0,1,64,517
535,56.0,1,1,529
1596,496.0,1,1,521
10795,1073.0,7,9,3180
1673,759.0,1,1,529
6719,2098.0,1,10,525
1142,353.0,1,1,535
2345,495.0,1,4,525
5677,412.0,2,12,540
6257,2450.0,3,5,1175
2941,706.0,1,4,556
1637,827.0,1,1,563
525,24.0,1,1,538
2355,1018.0,1,2,516
645,112.0,1,1,984
1571,683.0,1,1,525
498,124.0,1,1,594
2762,231.0,1,5,527
456,49.0,1,1,535
4627,1397.0,1,8,578
847,57.0,2,2,523
1716,929.0,1,1,571
16290,4586.0,1,28,595
1745,797.0,1,1,576
2639,459.0,1,1,517
1420,0.0,1,1,965
1746,324.0,3,3,526
761,209.0,1,1,528
776,244.0,1,1,539
420,68.0,1,1,564
633,229.0,1,1,517
1544,75.0,1,3,515
16128,3080.0,1,15,532
646,83.0,1,1,516
531,0.0,1,1,514
760,0.0,1,1,511
2063,564.0,1,1,1011
4391,847.0,4,9,545
540,58.0,1,1,576
839,241.0,1,1,551
1801,626.0,1,2,536
4087,215.0,2,8,553
1217,331.0,1,1,535
1311,357.0,1,1,531
1059,425.0,1,1,522
597,136.0,1,1,595
1066,430.0,1,1,556
489,0.0,1,1,963
1962,0.0,1,1,517
1155,189.0,3,3,572
1432,0.0,1,1,507
5905,1257.0,3,7,567
442,53.0,1,1,571
9349,2848.0,4,7,543
1695,533.0,1,1,515
1146,0.0,1,1,507
440,11.0,1,1,537
437,2.0,1,1,580
179426,82894.0,66,82,4619
1427,0.0,1,1,516
1805,190.0,1,3,510
1686,367.0,1,3,584
2199,797.0,1,1,581
1344,403.0,1,2,584
750,251.0,1,1,527
1098,0.0,1,1,523
7710,3273.0,1,11,530
699,116.0,1,1,591
1426,0.0,1,1,510
1470,387.0,1,1,1004
701,202.0,1,1,1026
3680,1306.0,1,3,580
574,149.0,1,1,588
5977,1871.0,1,9,595
1967,1135.0,1,1,585
774,138.0,1,1,584
1589,0.0,1,1,516
3514,1762.0,1,2,524
7456,1939.0,2,6,531
1178,32.0,1,4,559
4308,0.0,1,5,508
1012,0.0,1,1,965
2311,160.0,2,6,572
679,80.0,1,1,505
265,13.0,1,1,594
4466,1481.0,5,5,571
6668,2587.0,2,8,564
6601,1295.0,3,10,593
14340,2921.0,1,25,585
5310,386.0,1,20,515
861,153.0,1,1,539
966,8.0,1,2,556
1339,678.0,1,1,990
1676,856.0,1,1,515
906,57.0,2,2,536
5973,701.0,1,15,516
646,92.0,1,1,564
1351,129.0,1,1,594
1477,312.0,1,1,567
25849,9881.0,2,28,555
9241,2084.0,2,12,545
885,333.0,1,1,557
1251,536.0,2,2,580
6618,1407.0,8,9,3785
2794,1167.0,1,2,524
1135,161.0,1,1,595
835,87.0,1,1,567
3503,987.0,1,2,537
1620,801.0,1,1,558
1396,580.0,1,1,570
1527,545.0,1,1,531
874,339.0,1,1,571
2127,362.0,1,1,529
599,184.0,1,1,508
12361,4595.0,18,19,3444
2743,362.0,1,3,514
1893,727.0,1,1,546
1490,272.0,1,1,551
1810,575.0,1,1,564
1254,360.0,1,1,528
354,9.0,1,1,510
1722,56.0,3,3,560
1821,749.0,1,1,531
1070,177.0,1,1,593
7035,2357.0,3,5,536
1879,702.0,2,2,1014
1842,492.0,1,1,558
6127,120.0,2,30,540
1464,425.0,1,1,594
3283,201.0,2,2,573
1500,11.0,1,2,524
8131,2461.0,7,7,526
3594,400.0,2,6,524
3166,896.0,3,3,525
2796,863.0,1,4,524
4379,335.0,3,5,528
1477,317.0,2,2,1828
1022,202.0,1,1,535
10289,1409.0,5,9,521
1646,448.0,1,2,578
1985,614.0,1,1,534
11985,2481.0,1,15,577
838,51.0,1,1,510
799,219.0,1,1,512
1451,506.0,1,2,594
2303,1152.0,1,1,585
691,138.0,1,1,588
3262,1455.0,1,2,998
354,0.0,1,1,558
3015,0.0,1,3,514
1153,296.0,1,1,589
3987,1730.0,1,2,587
9833,1218.0,1,15,510
1009,168.0,1,1,536
6189,1125.0,1,2,542
6307,5.0,3,7,539
4005,1490.0,1,3,546
3062,0.0,1,1,508
12843,763.0,7,22,2562
1719,781.0,1,1,531
655,249.0,1,1,510
3241,942.0,2,6,589
5285,1453.0,3,3,539
705,236.0,1,1,536
10598,1697.0,1,12,593
1757,510.0,1,1,533
1708,782.0,1,1,570
1877,826.0,1,1,563
1365,213.0,1,1,525
1732,386.0,1,2,1039
1899,646.0,1,1,538
4158,1186.0,2,4,586
1358,159.0,1,2,510
1289,135.0,1,1,525
1250,377.0,1,1,577
1229,332.0,1,1,567
949,138.0,1,1,532
1273,0.0,1,1,513
2746,968.0,1,1,576
1659,411.0,2,2,542
46067,11801.0,7,35,4013
1078,196.0,1,1,1001
1193,75.0,1,1,517
515,0.0,1,1,504
1367,453.0,1,1,528
6899,2254.0,1,4,525
644,62.0,1,1,535
1039,383.0,1,1,551
854,181.0,1,1,538
1300,462.0,1,1,535
1079,38.0,1,2,525
1869,661.0,1,1,549
14681,4830.0,6,22,2810
1618,682.0,1,1,594
1504,446.0,1,1,543
5769,1176.0,1,21,543
1915,300.0,1,1,509
1899,629.0,1,1,532
829,275.0,1,1,591
1559,437.0,1,1,542
891,54.0,1,1,511
2380,742.0,1,3,537
1446,523.0,1,1,558
930,272.0,1,1,993
920,4.0,1,1,516
1911,39.0,1,2,546
2507,69.0,1,2,509
1723,109.0,1,1,510
2426,0.0,1,4,509
1508,699.0,1,1,559
1504,638.0,1,1,514
619,105.0,1,1,530
1899,629.0,1,1,542
633,4.0,1,1,581
774,12.0,1,1,1035
1116,179.0,1,1,510
1899,646.0,1,1,537
1187,0.0,1,1,507
983,15.0,1,2,563
9837,2961.0,2,6,537
11085,1472.0,5,7,532
441,38.0,1,1,546
7484,1681.0,3,21,554
700,25.0,1,1,532
12192,3872.0,5,10,582
29822,8479.0,9,31,2733
4594,957.0,2,6,577
1013,212.0,1,2,543
2255,0.0,1,1,513
1852,667.0,1,1,545
12344,236.0,2,12,570
1757,509.0,1,1,538
754,121.0,1,1,529
690,84.0,1,1,555
525,34.0,1,1,528
1633,158.0,2,2,529
972,272.0,1,1,985
1441,417.0,1,1,585
891,54.0,1,1,505
5476,1045.0,1,4,539
1514,457.0,1,1,528
2129,638.0,1,3,523
1150,310.0,1,2,544
649,204.0,1,1,595
3009,238.0,1,5,548
989,337.0,1,1,578
791,0.0,1,1,509
3314,781.0,3,9,1725
1609,45.0,2,2,556
5334,1785.0,2,4,534
1064,99.0,1,1,509
763,90.0,1,1,517
2981,492.0,2,2,560
6384,1553.0,3,10,546
632,168.0,1,1,537
597,0.0,1,1,507
619,99.0,1,1,579
963,21.0,1,1,546
589,124.0,1,1,1029
3009,236.0,1,5,545
5011,1299.0,2,7,540
955,262.0,1,1,522
936,59.0,1,1,555
499,249.0,1,1,514
4598,1874.0,1,6,531
1451,0.0,1,1,523
593,133.0,1,1,594
619,94.0,1,1,546
4761,0.0,1,7,504
491,0.0,1,1,966
1289,474.0,1,1,556
1805,191.0,1,3,508
632,174.0,1,1,572
363,95.0,1,1,517
2524,876.0,1,4,515
1419,117.0,1,1,543
1200,558.0,1,1,554
3026,303.0,1,3,591
1503,344.0,1,1,514
1416,448.0,1,1,588
3211,1029.0,1,4,992
3626,622.0,1,1,546
1551,313.0,1,3,542
957,326.0,1,1,516
1520,742.0,1,1,532
1665,823.0,1,1,552
2764,1035.0,2,2,547
2138,499.0,1,1,543
440,85.0,1,1,567
3197,1448.0,1,2,518
763,90.0,1,1,525
5184,686.0,1,3,1007
484,97.0,1,1,1026
1341,0.0,1,1,505
4072,730.0,2,2,538
684,0.0,1,1,507
2622,237.0,3,4,536
206,71.0,1,1,540
1005,156.0,1,1,542
1160,255.0,1,2,514
482,68.0,1,1,577
7293,3669.0,1,5,571
602,45.0,1,1,535
765,165.0,1,1,1029
1431,637.0,1,1,544
1686,216.0,2,3,552
1619,292.0,1,1,566
9474,3135.0,1,8,572
1426,686.0,1,1,586
1619,696.0,2,2,558
5553,1624.0,1,8,574
572,93.0,1,1,586
4186,567.0,1,2,595
1526,180.0,1,2,524
1443,556.0,1,1,1019
1127,78.0,1,1,585
1775,240.0,1,1,528
4598,2113.0,1,4,530
7044,4045.0,1,5,564
5394,401.0,2,6,551
1079,287.0,1,1,570
1719,424.0,1,2,507
2507,0.0,1,2,507
1085,357.0,1,1,573
4280,1425.0,2,2,542
7929,1152.0,2,11,1873
862,53.0,1,1,593
1732,605.0,1,2,591
1613,705.0,1,1,566
1650,516.0,1,1,543
604,106.0,1,1,533
4830,586.0,2,7,551
31353,1724.0,2,33,514
1138,46.0,1,1,588
4556,1539.0,1,1,534
1835,672.0,1,1,549
4806,1376.0,4,5,2333
2431,1280.0,1,1,594
3079,64.0,1,2,518
1552,0.0,1,1,507
599,43.0,1,1,545
2339,565.0,1,1,532
1985,614.0,1,1,529
1477,586.0,1,1,509
4493,813.0,1,8,517
3841,1451.0,2,4,531
1237,162.0,1,2,542
762,80.0,1,1,1005
1749,503.0,1,1,531
1484,308.0,1,1,594
997,389.0,1,1,581
2290,0.0,1,3,525
1745,917.0,1,1,579
425,69.0,1,1,542
1857,0.0,1,1,504
948,96.0,2,2,531
2341,1242.0,1,2,542
2028,910.0,1,1,587
1122,427.0,1,1,1017
666,0.0,1,1,507
2142,958.0,1,1,580
22943,2234.0,3,39,554
646,0.0,1,1,504
1127,478.0,1,1,584
17689,2106.0,2,31,554
981,388.0,1,1,533
1714,0.0,1,1,509
1701,505.0,1,1,544
1124,149.0,1,2,512
3446,884.0,2,2,1674
983,175.0,1,2,570
2023,430.0,1,1,556
2110,336.0,1,1,511
12562,4532.0,9,12,566
1852,751.0,1,1,510
272,16.0,1,1,529
884,228.0,1,1,513
935,481.0,1,1,578
1189,96.0,1,1,530
1519,391.0,1,1,546
848,0.0,1,1,964
1367,453.0,1,1,529
3056,869.0,1,2,552
1670,529.0,1,1,545
2882,780.0,1,1,538
2127,362.0,1,1,528
6864,1856.0,2,16,521
1615,647.0,1,1,582
763,90.0,1,1,521
1961,643.0,1,1,584
955,342.0,1,1,523
1084,460.0,2,2,1691
768,104.0,1,1,570
6480,54.0,2,12,558
848,278.0,1,1,571
730,15.0,1,1,587
792,269.0,1,1,522
425,84.0,1,1,510
465,165.0,1,1,577
29172,11498.0,2,16,558
2392,1075.0,1,1,532
975,0.0,1,1,510
86943,13486.0,2,76,1960
10523,2423.0,5,17,2134
447,17.0,1,1,521
22826,6577.0,2,36,558
1312,210.0,1,2,542
5771,2290.0,2,5,565
2023,430.0,1,1,532
1588,185.0,1,3,560
1520,15.0,1,2,540
657,99.0,1,1,577
704,208.0,1,1,517
700,183.0,1,1,522
1062,355.0,1,1,1041
496,10.0,1,1,577
478,90.0,1,1,558
10885,0.0,2,15,504
414,5.0,1,1,591
444,102.0,1,1,563
1225,479.0,1,1,543
466,65.0,1,1,572
1548,331.0,1,1,531
565,163.0,1,1,538
1703,775.0,1,1,585
20546,6929.0,6,16,2506
409,3.0,1,1,565
2381,983.0,1,3,520
4187,425.0,1,7,507
773,0.0,1,1,513
2410,910.0,1,1,529
2214,630.0,1,1,584
1556,366.0,1,1,563
3138,1080.0,1,3,516
2747,0.0,1,1,507
17970,2756.0,2,30,571
536,283.0,1,1,993
2061,446.0,1,1,536
1331,317.0,1,1,515
687,14.0,1,1,512
794,179.0,1,1,584
10524,5175.0,1,10,560
1260,0.0,1,1,507
2220,145.0,2,4,554
1546,550.0,1,1,584
429,116.0,1,1,509
1140,19.0,1,1,531
1162,157.0,2,2,1825
12374,903.0,1,8,579
736,107.0,1,1,546
897,58.0,1,1,514
1310,471.0,1,1,518
1616,628.0,1,1,531
8464,2449.0,2,6,585
1377,225.0,1,1,515
899,67.0,1,1,511
257,51.0,1,1,552
469,279.0,1,1,517
655,0.0,1,1,966
3067,1206.0,1,2,566
5587,1242.0,2,4,519
1512,547.0,1,1,551
1559,392.0,1,1,530
685,79.0,1,1,521
43258,17282.0,2,30,537
429,116.0,1,1,514
1757,509.0,1,1,543
9055,117.0,1,28,579
1749,503.0,1,1,531
3186,167.0,1,6,1007
1350,0.0,1,1,522
678,14.0,1,1,510
1704,324.0,1,1,525
440,2.0,1,1,558
2931,1155.0,1,1,564
483,112.0,1,1,509
1697,779.0,1,1,546
1440,3.0,1,1,510
1885,919.0,1,1,594
1181,364.0,1,1,538
407,0.0,1,1,1047
2061,445.0,1,1,543
1614,462.0,1,1,533
972,204.0,1,1,544
4143,769.0,2,15,540
2004,796.0,1,1,519
4805,2110.0,2,5,535
664,51.0,1,1,537
350,13.0,1,1,580
2079,671.0,1,1,580
1589,766.0,1,1,553
2022,586.0,1,1,993
733,0.0,1,1,508
1763,785.0,1,1,563
1360,377.0,1,2,574
535,52.0,1,1,546
2650,751.0,2,3,592
1261,283.0,1,1,530
1628,128.0,2,3,519
1825,960.0,1,1,564
1756,533.0,2,2,576
1486,299.0,1,1,557
7133,557.0,1,1,973
1290,358.0,1,1,529
987,331.0,1,1,545
2589,1093.0,1,1,556
1765,739.0,1,1,551
2672,969.0,1,1,593
1894,22.0,1,2,517
4116,271.0,2,4,511
2924,1263.0,1,1,505
1674,53.0,1,1,525
2020,1020.0,1,1,518
884,50.0,1,1,985
44431,13238.0,3,24,1984
1691,0.0,1,1,517
670,89.0,1,1,540
3323,1148.0,1,2,541
2487,107.0,3,3,569
1683,734.0,1,1,515
918,242.0,1,1,542
859,346.0,1,1,578
3189,857.0,1,2,553
5580,958.0,4,5,537
7957,2272.0,2,5,551
5017,904.0,2,2,1738
1200,110.0,1,1,515
1202,202.0,1,1,526
3540,759.0,1,2,560
4628,2997.0,1,1,563
5461,1603.0,1,5,539
3987,644.0,1,10,579
1616,374.0,1,1,527
800,49.0,1,1,539
9816,380.0,1,20,587
3260,1019.0,3,3,507
21470,6776.0,9,14,4090
821,126.0,1,1,566
1495,310.0,1,1,563
2875,608.0,2,2,561
7404,2408.0,2,9,542
5534,1519.0,2,4,518
899,67.0,1,1,511
688,202.0,1,1,563
1555,442.0,1,3,565
636,0.0,1,1,513
1635,384.0,1,1,559
20360,7357.0,3,10,2426
1700,97.0,1,1,507
424,38.0,1,1,534
887,288.0,1,1,560
458,4.0,1,1,580
3040,809.0,1,3,549
1757,509.0,1,1,541
2127,362.0,1,1,532
621,53.0,1,1,551
688,108.0,1,1,513
1333,446.0,1,1,539
47349,10649.0,2,40,1631
661,267.0,1,1,523
7892,2345.0,2,8,541
32071,8616.0,2,50,535
2229,645.0,3,3,544
1568,833.0,1,1,546
1126,162.0,1,2,567
640,72.0,1,1,521
452,63.0,1,1,578
5437,0.0,1,8,510
449,45.0,1,1,577
2404,996.0,1,3,938
2304,494.0,1,5,539
1427,640.0,1,1,573
1646,384.0,2,2,533
970,474.0,1,1,530
810,347.0,1,1,545
9830,2060.0,1,20,549
851,243.0,1,1,579
15845,6529.0,2,19,522
7897,1253.0,1,10,577
2848,63.0,3,7,516
35061,10454.0,21,30,3653
54709,12138.0,1,75,524
1565,690.0,1,1,529
7087,0.0,1,11,507
611,45.0,1,1,562
377,41.0,1,1,543
1439,252.0,1,1,579
1071,117.0,1,2,516
1416,613.0,1,2,531
885,258.0,1,1,544
2100,985.0,1,1,546
2985,714.0,1,2,878
1180,356.0,1,2,536
3411,375.0,1,4,578
4779,0.0,1,10,509
21887,445.0,1,30,595
1881,620.0,2,3,530
715,195.0,1,1,595
8732,25.0,3,10,571
853,95.0,1,1,579
3718,1296.0,1,3,524
2676,173.0,3,5,553
10000,3434.0,6,9,2846
804,238.0,1,1,593
727,244.0,1,1,510
2296,350.0,1,3,563
814,77.0,1,2,549
469,279.0,1,1,514
595,191.0,1,1,545
641,91.0,1,1,515
726,0.0,1,1,507
1872,0.0,1,1,515
1412,53.0,1,5,546
1504,168.0,2,3,1520
1965,789.0,1,2,565
2130,536.0,2,3,561
1313,119.0,1,5,585
2096,708.0,1,1,561
6409,676.0,1,8,514
1378,0.0,1,2,504
4779,963.0,1,10,574
2296,352.0,1,3,558
841,310.0,1,1,594
714,269.0,1,1,573
11971,3081.0,7,11,4022
9659,2754.0,5,9,2456
456,108.0,1,1,572
2512,1275.0,2,2,520
1505,384.0,1,1,591
2270,292.0,1,2,580
2239,623.0,1,1,523
2983,349.0,2,2,523
730,16.0,1,1,581
1055,335.0,1,1,530
1994,493.0,1,2,544
2240,846.0,1,3,521
385,22.0,1,1,894
798,220.0,1,1,517
407,28.0,1,1,516
1859,823.0,1,1,579
3855,102.0,2,4,532
2389,1132.0,1,1,537
19051,4134.0,1,31,566
1665,682.0,1,1,510
611,72.0,1,1,507
2879,1201.0,1,2,578
1614,228.0,1,1,521
51141,19370.0,6,64,2997
1269,0.0,1,1,514
1367,444.0,1,1,546
1065,87.0,1,1,530
1770,268.0,3,3,528
2322,0.0,1,3,517
1645,373.0,1,3,563
2806,668.0,2,2,539
6487,2300.0,1,1,523
7632,2161.0,1,14,584
2110,336.0,1,1,507
5278,844.0,2,9,1517
787,150.0,1,1,525
1130,129.0,1,1,512
1857,719.0,1,1,594
180,0.0,1,1,544
956,169.0,1,1,553
939,253.0,1,1,587
1042,58.0,1,2,531
1763,797.0,1,1,544
12509,2028.0,4,16,561
1597,390.0,1,1,560
513,12.0,1,1,903
1792,293.0,1,3,531
5506,270.0,1,10,516
1099,372.0,1,1,563
1384,543.0,1,1,559
17207,1683.0,2,60,563
1446,523.0,1,1,550
1067,334.0,1,2,542
11918,2613.0,1,20,565
7639,3147.0,2,6,560
597,137.0,1,1,556
2850,587.0,3,4,1530
1836,731.0,1,1,524
1453,598.0,1,1,585
526,78.0,1,1,530
2381,688.0,3,3,542
17133,6746.0,1,18,543
850,162.0,1,1,530
36305,0.0,2,63,516
2887,0.0,1,2,508
440,27.0,1,1,525
11939,5775.0,1,8,522
791,204.0,1,1,943
996,0.0,1,1,504
398,57.0,1,1,535
602,216.0,1,1,575
1172,557.0,1,2,531
2623,21.0,1,5,565
895,353.0,1,1,577
717,25.0,1,1,510
3887,0.0,1,3,510
1432,476.0,1,1,594
872,206.0,1,1,531
2734,740.0,2,2,942
508,163.0,1,1,514
2351,1077.0,1,2,535
2827,1042.0,1,3,590
2010,783.0,1,1,537
1528,490.0,1,1,516
