Company Name,Revenue,Margin,Orders,Units,Recency
Customer5510,2556,966,2,2,1440
Customer5511,1881,327,2,2,1427
Customer5512,4032,1014,1,4,805
Customer5513,6841,1663,15,24,2749
Customer5514,1162,170,1,1,801
Customer5515,3084,525,1,4,811
Customer5516,265,6,1,1,831
Customer5517,3195,0,1,5,780
Customer5518,3838,1627,1,3,837
Customer5519,597,53,1,1,837
Customer552,1352,357,1,1,972
Customer5520,1009,5,1,2,845
Customer5521,401,61,1,1,837
Customer5522,1052,380,1,1,860
Customer5523,183663,21385,17,116,2758
Customer5524,5375,1537,1,6,830
Customer5525,48467,8351,7,33,2787
Customer5526,1246,391,1,1,847
Customer5527,3195,856,1,3,812
Customer5528,8622,1303,6,6,2733
Customer5529,28723,6572,2,17,1328
Customer553,2205,730,1,1,1036
Customer5530,33478,10116,15,30,2829
Customer5531,435,158,1,1,830
Customer5532,540,135,1,1,852
Customer5533,15798,4367,11,14,2218
Customer5534,549,42,1,1,831
Customer5535,572,81,1,1,812
Customer5536,33527,12692,17,33,2774
Customer5537,11165,2813,7,8,2737
Customer5538,7609,1095,1,12,858
Customer5539,2998,630,1,2,861
Customer554,829,829,1,1,1006
Customer5540,1845,429,1,1,796
Customer5541,3851,1146,2,4,1494
Customer5542,1798,401,1,1,824
Customer5543,1498,175,1,1,817
Customer5544,2373,772,2,2,1598
Customer5545,8221,2738,2,7,1509
Customer5546,2389,160,1,1,819
Customer5547,5863,1567,3,9,1550
Customer5548,4942,729,3,6,1425
Customer5549,1822,482,2,2,1326
Customer555,10486,2110,1,10,983
Customer5550,32294,6221,4,8,1996
Customer5551,6844,1034,4,11,1374
Customer5552,5463,1805,3,4,1412
Customer5553,2665,0,1,1,779
Customer5554,2358,632,2,2,1394
Customer5555,1212,412,1,1,851
Customer5556,132875,24966,3,141,1565
Customer5557,12694,4488,5,9,2269
Customer5558,1816,509,1,1,797
Customer5559,1396,45,1,1,797
Customer556,615,187,1,1,998
Customer5560,4171,277,2,6,1573
Customer5561,5810,677,3,8,1377
Customer5562,4014,1038,4,4,1483
Customer5563,1641,423,1,1,862
Customer5564,2916,542,3,3,1367
Customer5565,16041,1189,3,16,1425
Customer5566,4474,902,3,3,830
Customer5567,1695,481,1,1,788
Customer5568,59049,12131,9,47,2742
Customer5569,676,140,1,1,852
Customer557,2082,680,1,1,963
Customer5570,3169,915,2,2,1400
Customer5571,5007,1000,1,6,860
Customer5572,2720,770,1,2,823
Customer5573,8400,56,1,12,831
Customer5574,1954,522,1,1,836
Customer5575,39239,10876,6,21,1988
Customer5576,7424,1165,2,4,802
Customer5577,3490,857,1,2,831
Customer5578,1608,213,1,3,830
Customer5579,1240,443,1,1,823
Customer558,899,343,1,1,1014
Customer5580,1234,432,1,1,845
Customer5581,2124,146,1,2,817
Customer5582,18859,7006,5,11,2218
Customer5583,2691,413,2,3,798
Customer5584,9141,1620,3,11,1353
Customer5585,4531,862,2,5,816
Customer5586,2943,856,1,3,853
Customer5587,4818,806,1,2,853
Customer5588,1382,280,1,1,814
Customer5589,1500,20,1,1,851
Customer559,1005,106,1,4,965
Customer5590,866,101,2,2,1417
Customer5591,1929,606,1,1,852
Customer5592,1907,95,1,1,819
Customer5593,12109,1750,4,13,2760
Customer5594,2991,874,1,2,844
Customer5595,1498,219,1,1,816
Customer5596,7305,2728,1,5,833
Customer5597,1908,0,1,5,779
Customer5598,62279,23604,5,57,2147
Customer5599,10369,2052,1,9,812
Customer56,1639,493,1,1,1011
Customer560,2284,892,1,1,1039
Customer5600,597,22,1,1,854
Customer5601,7197,2291,2,4,843
Customer5602,645,118,1,1,787
Customer5603,2390,844,1,1,846
Customer5604,1429,105,1,1,815
Customer5605,10604,2767,4,12,841
Customer5606,6465,1381,3,6,845
Customer5607,156887,0,1,123,795
Customer5608,1100,106,1,1,860
Customer5609,4620,484,2,7,1550
Customer561,1322,0,1,1,964
Customer5610,1162,389,1,1,843
Customer5611,12709,2430,3,16,1394
Customer5612,2926,518,1,1,838
Customer5613,930,289,1,1,812
Customer5614,37619,11664,11,23,2765
Customer5615,2496,486,1,1,853
Customer5616,3642,199,1,5,812
Customer5617,3354,1102,1,2,861
Customer5618,7372,468,1,8,833
Customer5619,54607,12512,13,65,2789
Customer562,8201,2534,1,6,984
Customer5620,26943,6397,7,19,2119
Customer5621,52087,15503,4,30,1300
Customer5622,1742,496,1,1,810
Customer5623,2275,199,2,3,1329
Customer5624,1192,185,1,1,798
Customer5625,3731,432,3,3,1458
Customer5626,2412,256,1,2,810
Customer5627,1679,263,1,1,780
Customer5628,690,164,1,1,797
Customer5629,6821,774,2,12,821
Customer563,23434,5591,3,29,1905
Customer5630,878,250,1,1,844
Customer5631,1084,227,1,1,810
Customer5632,14569,3275,11,18,2752
Customer5633,962,134,1,1,838
Customer5634,4659,1802,1,1,801
Customer5635,1968,271,2,2,1438
Customer5636,1278,137,1,1,812
Customer5637,835,74,1,1,848
Customer5638,16029,2656,6,17,2182
Customer5639,921,246,1,2,816
Customer564,1270,272,1,1,976
Customer5640,120167,36295,43,155,1984
Customer5641,817,78,1,1,809
Customer5642,5903,2276,2,3,1425
Customer5643,943,239,1,1,855
Customer5644,6933,1267,3,4,1538
Customer5645,1980,263,1,1,830
Customer5646,5551,1097,2,3,838
Customer5647,4239,447,3,3,793
Customer5648,47088,7981,3,35,1548
Customer5649,12182,1051,1,16,810
Customer565,25865,4186,7,18,1661
Customer5650,1298,0,2,2,781
Customer5651,83185,14374,7,109,2799
Customer5652,1879,773,1,1,865
Customer5653,439,4,1,1,836
Customer5654,5849,1618,3,6,2057
Customer5655,12727,1426,6,11,1444
Customer5656,1702,219,1,1,814
Customer5657,1500,20,1,1,844
Customer5658,1383,35,1,1,818
Customer5659,649,93,1,1,852
Customer566,6528,1200,3,4,1915
Customer5660,5961,1701,4,4,2236
Customer5661,2078,48,1,1,798
Customer5662,390,16,1,1,831
Customer5663,3378,693,1,2,844
Customer5664,4390,1293,2,2,1530
Customer5665,439,20,1,1,852
Customer5666,1000,121,1,1,796
Customer5667,960,333,1,1,865
Customer5668,1297,422,1,1,865
Customer5669,1434,177,1,3,843
Customer567,27813,7772,3,21,1569
Customer5670,1015,226,1,1,845
Customer5671,50759,15362,7,36,1530
Customer5672,6329,1996,2,7,819
Customer5673,8113,1716,2,7,1563
Customer5674,1980,263,1,1,833
Customer5675,7955,1318,6,9,2691
Customer5676,727,146,1,1,864
Customer5677,1225,273,1,2,845
Customer5678,1993,555,1,1,845
Customer5679,272,14,1,1,839
Customer568,1885,384,1,1,978
Customer5680,5370,807,5,9,2031
Customer5681,3513,68,1,12,850
Customer5682,19013,1701,4,31,1355
Customer5683,4048,1158,4,4,2230
Customer5684,1380,491,1,1,829
Customer5685,5993,697,3,6,1328
Customer5686,4846,354,2,6,1450
Customer5687,1466,391,1,1,780
Customer5688,1468,28,1,1,810
Customer5689,32044,13028,6,26,1925
Customer569,8640,1002,2,16,1823
Customer5690,3047,774,1,2,793
Customer5691,2082,708,1,1,865
Customer5692,17562,7478,7,18,2742
Customer5693,111980,33979,18,63,2228
Customer5694,1565,83,1,3,833
Customer5695,4119,954,2,2,1416
Customer5696,844,155,1,1,804
Customer5697,5104,1696,1,2,866
Customer5698,3205,435,1,5,868
Customer5699,3475,851,2,2,823
Customer57,881,0,1,1,971
Customer570,14040,158,1,12,1040
Customer5700,1313,166,1,1,852
Customer5701,1029,13,1,2,867
Customer5702,12029,1898,5,10,1314
Customer5703,581,96,1,1,864
Customer5704,1535,376,1,1,835
Customer5705,705,51,1,1,817
Customer5706,9594,1339,5,10,2656
Customer5707,7689,1299,2,4,851
Customer5708,674,34,1,1,851
Customer5709,13686,3925,6,12,1402
Customer571,7257,2560,2,4,1640
Customer5710,320,8,1,1,796
Customer5711,2897,1013,2,2,1571
Customer5712,779,48,2,2,837
Customer5713,313,41,1,1,802
Customer5714,31202,2976,9,64,2797
Customer5715,2442,281,1,6,803
Customer5716,4001,1030,1,1,846
Customer5717,4848,1433,1,3,788
Customer5718,1406,420,1,1,855
Customer5719,26453,6738,12,16,3405
Customer572,129532,33289,29,74,7716
Customer5720,30273,12188,1,20,789
Customer5721,440,69,1,1,838
Customer5722,22950,5850,1,27,825
Customer5723,5093,668,1,10,817
Customer5724,1009,63,1,1,817
Customer5725,2242,156,1,4,798
Customer5726,23691,6170,10,15,2941
Customer5727,714,66,1,1,817
Customer5728,14267,1133,5,24,1973
Customer5729,3272,795,1,5,830
Customer573,1265,224,1,1,980
Customer5730,2840,597,1,2,817
Customer5731,717,121,1,1,803
Customer5732,1164,592,1,1,844
Customer5733,1542,492,1,1,818
Customer5734,3926,514,1,8,790
Customer5735,1229,375,1,1,806
Customer5736,1422,608,1,1,846
Customer5737,1531,0,1,2,787
Customer5738,3880,650,1,8,845
Customer5739,1217,369,1,5,796
Customer574,6632,2479,2,4,1500
Customer5740,2341,254,2,5,1408
Customer5741,9053,2530,12,12,2776
Customer5742,1613,394,1,1,845
Customer5743,1525,335,1,1,850
Customer5744,8080,1640,5,12,2043
Customer5745,12473,3524,9,19,2769
Customer5746,150937,47527,43,133,2751
Customer5747,12503,1783,3,40,1521
Customer5748,1390,630,1,1,794
Customer5749,13042,2913,2,7,1550
Customer575,45742,13894,25,32,4700
Customer5750,2437,814,1,1,860
Customer5751,12005,4913,8,10,2007
Customer5752,3578,388,2,2,1424
Customer5753,2200,638,1,1,824
Customer5754,1297,546,1,1,866
Customer5755,5392,2912,2,2,1549
Customer5756,629,149,1,1,795
Customer5757,17947,4133,3,24,1390
Customer5758,2270,895,2,2,1515
Customer5759,4779,198,9,10,2730
Customer576,4853,929,1,2,971
Customer5760,7572,2409,5,12,2135
Customer5761,16228,5708,10,17,2931
Customer5762,3761,870,2,5,1462
Customer5763,10518,2396,2,15,1377
Customer5764,2941,954,2,5,1522
Customer5765,734,136,1,1,786
Customer5766,363,47,1,1,831
Customer5767,8056,2089,1,4,838
Customer5768,3783,988,1,6,794
Customer5769,589,181,1,1,824
Customer577,1614,505,1,1,980
Customer5770,1931,352,4,4,1495
Customer5771,31888,5595,22,46,9179
Customer5772,686,100,1,1,786
Customer5773,708,172,1,1,804
Customer5774,751,107,1,1,811
Customer5775,1301,469,1,2,817
Customer5776,634,78,1,1,861
Customer5777,8282,2691,5,6,2794
Customer5778,479,87,1,1,852
Customer5779,730,208,1,1,845
Customer578,1608,0,1,1,975
Customer5780,1400,80,1,1,853
Customer5781,717,102,1,2,804
Customer5782,1342,388,2,2,1432
Customer5783,8151,1619,5,6,1360
Customer5784,1743,635,1,1,823
Customer5785,551,4,1,1,844
Customer5786,54168,8811,3,39,2158
Customer5787,441,6,1,1,819
Customer5788,2645,641,2,2,1327
Customer5789,1804,497,1,2,816
Customer579,817,0,1,1,962
Customer5790,780,136,1,1,839
Customer5791,2533,596,1,3,854
Customer5792,604,230,1,1,867
Customer5793,11226,2763,4,15,2183
Customer5794,2023,736,1,2,801
Customer5795,1963,305,2,4,1518
Customer5796,1035,379,1,1,785
Customer5797,782,282,1,1,802
Customer5798,454,152,1,1,805
Customer5799,922,203,1,1,852
Customer58,1653,456,2,2,1766
Customer580,387,26,1,1,992
Customer5800,8807,3563,8,9,2230
Customer5801,793,198,1,1,858
Customer5802,447,84,1,1,832
Customer5803,1265,317,2,2,1507
Customer5804,1165,177,2,3,838
Customer5805,1245,415,1,1,813
Customer5806,972,344,2,2,1480
Customer5807,10436,2728,5,7,2207
Customer5808,3610,833,3,4,2055
Customer5809,1597,501,2,3,1495
Customer581,3677,1296,3,3,1719
Customer5810,779,326,1,1,795
Customer5811,6109,2445,4,6,1470
Customer5812,2510,409,2,4,1513
Customer5813,265,6,1,1,832
Customer5814,660,161,1,1,863
Customer5815,1893,48,1,1,803
Customer5816,24915,7070,11,15,2024
Customer5817,898,51,2,2,1588
Customer5818,1499,0,1,1,786
Customer5819,300,279,1,1,852
Customer582,1495,555,1,1,997
Customer5820,711,41,1,1,853
Customer5821,1701,586,1,1,830
Customer5822,327,14,1,1,822
Customer5823,842,240,1,1,790
Customer5824,764,218,1,1,829
Customer5825,620,70,1,1,823
Customer5826,706,161,1,1,848
Customer5827,5074,1158,1,3,789
Customer5828,6029,232,4,10,1456
Customer5829,2342,400,1,5,824
Customer583,16720,3992,4,20,2707
Customer5830,3384,1127,3,3,2185
Customer5831,1500,20,1,1,845
Customer5832,1120,100,1,2,854
Customer5833,6648,1733,2,2,852
Customer5834,2009,785,1,1,841
Customer5835,1528,435,1,2,832
Customer5836,2257,549,1,3,804
Customer5837,2199,482,1,1,789
Customer5838,6990,1237,12,13,2677
Customer5839,922,322,2,2,836
Customer584,2291,587,3,3,993
Customer5840,1488,109,2,2,1333
Customer5841,1107,228,1,1,832
Customer5842,39452,18989,7,22,1967
Customer5843,3836,533,4,4,1391
Customer5844,1619,301,1,1,813
Customer5845,1267,370,1,1,825
Customer5846,4083,1432,2,3,846
Customer5847,2172,301,1,2,803
Customer5848,38889,15229,2,25,1586
Customer5849,1545,109,2,3,1429
Customer585,6808,2475,9,10,3392
Customer5850,929,242,1,2,832
Customer5851,1446,317,1,2,824
Customer5852,2341,468,2,2,1489
Customer5853,7891,1518,2,20,1331
Customer5854,1559,637,1,1,801
Customer5855,628,114,1,1,805
Customer5856,1376,556,1,2,824
Customer5857,1378,293,1,1,803
Customer5858,1257,524,1,1,858
Customer5859,449,11,1,1,838
Customer586,1726,221,2,3,1740
Customer5860,12162,632,7,14,2713
Customer5861,4210,292,5,7,2194
Customer5862,905,188,1,1,795
Customer5863,2691,424,2,3,816
Customer5864,27433,8892,19,21,2813
Customer5865,10197,2567,9,9,4311
Customer5866,3028,1206,2,2,1526
Customer5867,318,13,1,1,839
Customer5868,607,39,1,1,812
Customer5869,1722,137,1,1,864
Customer587,9010,3085,5,7,2887
Customer5870,10808,3617,5,8,1990
Customer5871,1365,409,1,1,800
Customer5872,5638,1868,3,5,2087
Customer5873,3777,1207,2,3,1552
Customer5874,3708,387,5,6,2206
Customer5875,2439,368,2,2,1577
Customer5876,1860,534,2,2,856
Customer5877,4857,1711,5,5,2377
Customer5878,1684,492,1,2,865
Customer5879,1311,420,1,2,829
Customer588,6356,2649,3,5,1913
Customer5880,5465,1217,7,9,2214
Customer5881,3829,2079,3,3,1995
Customer5882,5989,1268,4,4,2163
Customer5883,7290,2048,7,7,2079
Customer5884,6252,741,3,12,819
Customer5885,8033,1314,5,5,829
Customer5886,664,197,1,1,840
Customer5887,3510,315,3,8,1562
Customer5888,4730,1802,3,5,1459
Customer5889,7178,1195,8,13,2751
Customer589,1438,468,1,1,972
Customer5890,867,315,1,1,843
Customer5891,2840,557,2,2,1442
Customer5892,27296,10050,8,33,1523
Customer5893,3883,1401,2,2,1417
Customer5894,5504,2225,4,5,2069
Customer5895,2718,1099,2,3,1463
Customer5896,3181,391,5,5,1564
Customer5897,1379,0,1,1,794
Customer5898,27314,8396,13,21,2223
Customer5899,915,441,1,1,838
Customer59,11211,1178,7,7,5770
Customer590,2656,0,2,4,969
Customer5900,5278,1333,4,4,2707
Customer5901,3526,920,1,4,791
Customer5902,929,440,1,1,805
Customer5903,243,0,1,1,790
Customer5904,1607,356,1,1,838
Customer5905,2834,1149,3,3,1428
Customer5906,600,182,1,1,822
Customer5907,124854,23068,40,88,2747
Customer5908,16032,4106,11,16,2122
Customer5909,2828,360,3,3,851
Customer591,2677,899,2,3,1934
Customer5910,1402,305,1,2,828
Customer5911,1667,239,1,1,801
Customer5912,3954,825,3,4,817
Customer5913,1063,362,1,2,803
Customer5914,708,145,1,1,819
Customer5915,26489,7995,16,19,2206
Customer5916,5408,1827,1,6,811
Customer5917,1359,412,1,2,790
Customer5918,313,40,1,1,803
Customer5919,870,253,1,1,821
Customer592,1627,245,1,2,1048
Customer5920,4073,938,4,4,1354
Customer5921,3105,820,3,3,1381
Customer5922,491,55,1,1,854
Customer5923,4560,1742,6,6,2096
Customer5924,2400,440,1,2,816
Customer5925,11888,3404,4,19,1344
Customer5926,21158,4354,5,16,2054
Customer5927,2643,1112,1,2,834
Customer5928,4597,1602,1,2,824
Customer5929,6194,491,1,12,787
Customer593,33399,8236,20,48,4581
Customer5930,1893,693,1,1,830
Customer5931,653,215,1,1,844
Customer5932,1403,234,1,1,810
Customer5933,1723,775,1,1,796
Customer5934,24905,6949,2,20,1600
Customer5935,554,190,1,1,864
Customer5936,5789,1442,1,6,845
Customer5937,664,46,1,1,781
Customer5938,1437,726,1,1,817
Customer5939,1438,0,1,1,789
Customer594,230494,60963,45,208,3476
Customer5940,1617,468,1,1,824
Customer5941,20824,4822,11,15,2747
Customer5942,4066,1099,1,2,788
Customer5943,710,83,1,1,812
Customer5944,2569,778,1,1,851
Customer5945,1719,442,1,1,823
Customer5946,9196,1419,3,6,815
Customer5947,5234,1608,2,4,1504
Customer5948,1868,658,1,1,863
Customer5949,1855,137,1,1,788
Customer595,1751,401,2,2,1033
Customer5950,11379,2314,5,6,2699
Customer5951,3748,148,2,6,1394
Customer5952,17907,6742,1,11,790
Customer5953,588,44,1,1,824
Customer5954,11885,4626,1,5,860
Customer5955,4207,1663,5,7,1963
Customer5956,5349,800,1,5,797
Customer5957,851,109,1,1,820
Customer5958,841,188,1,1,817
Customer5959,921,223,1,1,810
Customer596,575,72,1,1,1008
Customer5960,1280,65,1,2,846
Customer5961,9370,3386,2,6,1382
Customer5962,882,127,1,1,819
Customer5963,2897,580,1,2,818
Customer5964,1643,424,2,2,822
Customer5965,1195,93,2,2,1436
Customer5966,1696,272,1,2,812
Customer5967,2379,646,2,2,1532
Customer5968,1409,197,1,1,789
Customer5969,4201,674,2,4,1586
Customer597,3029,1062,1,2,991
Customer5970,9376,1418,13,16,2684
Customer5971,1106,333,1,1,816
Customer5972,2399,683,1,1,812
Customer5973,1700,198,1,1,812
Customer5974,7033,1521,4,6,1974
Customer5975,1915,682,1,1,845
Customer5976,598,24,1,1,851
Customer5977,1013,86,1,2,830
Customer5978,700,97,1,1,812
Customer5979,6693,594,6,6,2009
Customer598,3093,677,1,1,983
Customer5980,667,176,1,1,842
Customer5981,1272,406,1,1,820
Customer5982,9663,2809,4,6,1615
Customer5983,1746,484,2,2,821
Customer5984,10705,1926,6,9,1438
Customer5985,8575,2458,7,9,2239
Customer5986,19257,4377,8,16,2714
Customer5987,6318,1445,6,7,2704
Customer5988,6413,1507,2,5,1517
Customer5989,2942,762,2,2,834
Customer599,872,215,1,2,1025
Customer5990,3149,1072,1,1,853
Customer5991,1497,518,1,1,829
Customer5992,17212,4383,14,15,2668
Customer5993,16017,1167,2,29,1390
Customer5994,1150,33,1,2,815
Customer5995,2598,157,2,3,1412
Customer5996,1267,296,1,1,839
Customer5997,556,3,2,2,821
Customer5998,2660,1045,1,3,850
Customer5999,2832,1730,1,1,825
Customer6,1585,377,2,2,1014
Customer60,3301,366,1,4,987
Customer600,1672,388,1,1,1036
Customer6000,8080,2854,3,10,1565
Customer6001,1789,384,1,1,844
Customer6002,6637,293,4,12,1606
Customer6003,2103,585,2,2,1698
Customer6004,4597,1513,6,6,2212
Customer6005,985,56,2,2,798
Customer6006,953,357,1,1,789
Customer6007,47523,15820,12,39,2151
Customer6008,1552,352,1,1,826
Customer6009,714,264,1,1,824
Customer601,7368,0,1,10,962
Customer6010,6924,2008,6,6,2722
Customer6011,3043,852,2,4,1447
Customer6012,12142,1423,6,28,2124
Customer6013,1331,452,1,1,858
Customer6014,768,110,1,2,809
Customer6015,3699,236,3,7,1454
Customer6016,2292,514,3,3,1323
Customer6017,1545,355,1,1,825
Customer6018,571,77,1,1,790
Customer6019,4890,956,4,4,2227
Customer602,638,0,1,1,962
Customer6020,20915,7739,7,19,2102
Customer6021,767,219,1,1,842
Customer6022,1299,555,1,1,823
Customer6023,36242,12507,6,27,2134
Customer6024,23755,943,5,41,1543
Customer6025,1566,0,1,3,781
Customer6026,4352,2070,3,4,2197
Customer6027,10806,2520,9,11,2177
Customer6028,652,179,1,1,810
Customer6029,1300,12,1,2,814
Customer603,1435,397,2,2,976
Customer6030,10367,4378,6,9,2100
Customer6031,365,37,1,1,833
Customer6032,637,122,1,1,810
Customer6033,1220,393,1,1,837
Customer6034,2132,205,1,1,814
Customer6035,838,232,1,1,816
Customer6036,5194,641,5,7,2564
Customer6037,426,78,1,1,832
Customer6038,3650,1009,4,5,1984
Customer6039,6494,2181,3,3,2004
Customer604,95672,25437,17,97,4724
Customer6040,1312,409,1,1,784
Customer6041,1875,576,2,2,864
Customer6042,1812,0,1,1,778
Customer6043,2640,973,2,2,1429
Customer6044,483,177,1,1,832
Customer6045,5247,368,2,10,851
Customer6046,3476,868,2,2,817
Customer6047,6868,2447,6,7,2193
Customer6048,954,76,1,1,816
Customer6049,4951,1686,1,7,783
Customer605,16352,4492,5,18,2793
Customer6050,882,224,1,1,817
Customer6051,4033,799,1,5,861
Customer6052,1029,271,1,1,819
Customer6053,7477,1991,1,7,837
Customer6054,1966,451,1,2,804
Customer6055,1745,444,1,1,791
Customer6056,1019,119,2,2,841
Customer6057,1611,289,1,1,832
Customer6058,1125,0,1,1,779
Customer6059,1808,204,1,1,811
Customer606,18224,3846,7,18,2883
Customer6060,2313,615,2,2,1584
Customer6061,3172,457,3,5,1396
Customer6062,1498,219,1,1,805
Customer6063,2867,527,1,2,803
Customer6064,34570,2621,9,53,2231
Customer6065,17700,5675,4,25,1581
Customer6066,324,46,1,1,816
Customer6067,685,73,1,1,824
Customer6068,717,55,1,1,812
Customer6069,8270,1304,4,10,2087
Customer607,2154,0,1,1,964
Customer6070,1121,463,1,2,791
Customer6071,5277,1031,3,9,1446
Customer6072,2634,139,5,9,1981
Customer6073,647,94,1,2,795
Customer6074,794,64,2,3,1483
Customer6075,9922,1942,4,8,1415
Customer6076,342,31,1,1,809
Customer6077,1221,326,1,2,787
Customer6078,326,29,1,1,797
Customer6079,1628,639,1,2,843
Customer608,1588,265,1,1,990
Customer6080,40787,6967,5,72,2082
Customer6081,955,38,1,1,794
Customer6082,87849,26622,13,75,2781
Customer6083,1509,292,1,1,795
Customer6084,1891,345,2,2,1543
Customer6085,722,191,1,1,804
Customer6086,1366,131,1,1,812
Customer6087,3474,586,4,6,1508
Customer6088,3163,1079,4,4,2208
Customer6089,2779,796,2,4,831
Customer609,1180,414,1,1,984
Customer6090,265,3,1,1,808
Customer6091,1280,433,1,1,844
Customer6092,708,171,1,1,865
Customer6093,2360,800,1,1,791
Customer6094,2781,1115,2,2,1421
Customer6095,2982,495,1,2,805
Customer6096,4986,1674,2,3,842
Customer6097,1362,538,1,1,868
Customer6098,11059,1518,1,12,787
Customer6099,1978,646,1,3,810
Customer61,976,378,1,1,1007
Customer610,1842,792,1,1,1050
Customer6100,3319,615,1,1,832
Customer6101,36246,10212,24,37,2754
Customer6102,3033,2055,1,2,823
Customer6103,754,181,1,1,795
Customer6104,1233,190,2,2,1473
Customer6105,1455,70,1,1,818
Customer6106,44018,14707,1,22,801
Customer6107,9691,4020,2,7,1355
Customer6108,46483,16369,4,35,2022
Customer6109,188086,74035,18,168,3353
Customer611,28407,9824,10,15,4703
Customer6110,1714,347,1,1,812
Customer6111,2085,87,2,2,1338
Customer6112,32962,9784,13,19,2814
Customer6113,77608,24902,4,39,789
Customer6114,2223,907,1,1,862
Customer6115,5561,1676,2,5,1566
Customer6116,1314,315,1,1,815
Customer6117,2599,357,1,2,813
Customer6118,2386,205,2,3,1468
Customer6119,649,284,1,1,823
Customer612,3850,76,2,3,987
Customer6120,33021,7175,8,21,1545
Customer6121,1151,0,1,1,781
Customer6122,2280,876,2,2,1625
Customer6123,2283,598,1,1,814
Customer6124,2188,238,2,3,789
Customer6125,1490,240,1,1,809
Customer6126,1927,671,1,1,811
Customer6127,22546,7405,6,31,2853
Customer6128,1273,246,1,2,866
Customer6129,1770,595,1,1,813
Customer613,390,15,1,1,974
Customer6130,2087,733,3,3,1483
Customer6131,50112,24158,6,26,1348
Customer6132,1450,469,1,1,833
Customer6133,2376,313,1,4,825
Customer6134,23292,6875,6,16,2202
Customer6135,6410,1122,3,3,1472
Customer6136,1368,67,1,2,804
Customer6137,5401,716,4,7,3143
Customer6138,2281,413,2,3,1552
Customer6139,1398,471,1,1,854
Customer614,1341,347,1,1,971
Customer6140,1679,569,1,1,825
Customer6141,836,120,1,1,789
Customer6142,1703,289,1,1,833
Customer6143,849,327,1,1,826
Customer6144,1029,271,1,1,819
Customer6145,915,196,1,1,815
Customer6146,2787,553,3,3,1606
Customer6147,1546,363,1,1,849
Customer6148,29771,10466,3,27,2208
Customer6149,10110,2204,9,9,1528
Customer615,3211,93,3,3,1795
Customer6150,8255,2003,2,7,842
Customer6151,2428,850,3,3,1475
Customer6152,2125,724,1,1,859
Customer6153,5145,1486,2,4,1491
Customer6154,3531,575,2,3,1356
Customer6155,10435,2431,7,11,2920
Customer6156,363,49,1,1,811
Customer6157,2706,833,2,2,1450
Customer6158,1850,309,1,1,830
Customer6159,11192,3392,5,11,2046
Customer616,17437,6719,8,14,3468
Customer6160,6072,1693,4,4,2741
Customer6161,1228,184,1,1,806
Customer6162,819,238,1,1,866
Customer6163,746,214,1,1,796
Customer6164,1841,104,1,1,805
Customer6165,1445,393,1,1,848
Customer6166,1000,93,1,1,815
Customer6167,8140,2264,3,8,1597
Customer6168,2633,908,2,2,1391
Customer6169,1128,331,1,1,801
Customer617,62066,15842,35,71,16756
Customer6170,2311,1000,1,1,822
Customer6171,11961,4140,2,20,1476
Customer6172,1371,436,1,2,866
Customer6173,2270,305,1,1,815
Customer6174,30953,9195,9,25,2024
Customer6175,910,81,1,2,790
Customer6176,920,309,1,1,858
Customer6177,1078,229,1,2,839
Customer6178,1194,250,1,1,796
Customer6179,979,123,1,2,804
Customer618,15437,4536,13,15,5092
Customer6180,4905,1419,5,6,2776
Customer6181,2437,1080,2,3,1371
Customer6182,11685,2226,6,11,3330
Customer6183,32415,2854,2,25,825
Customer6184,1498,219,1,1,797
Customer6185,6837,1818,7,9,2189
Customer6186,1195,457,1,1,829
Customer6187,44477,12358,14,51,2766
Customer6188,15702,7580,1,14,844
Customer6189,1343,517,1,2,868
Customer619,6652,3039,2,6,1563
Customer6190,798,279,1,1,791
Customer6191,1058,24,1,4,811
Customer6192,2311,442,3,3,838
Customer6193,7572,1686,8,9,4920
Customer6194,1093,475,1,1,838
Customer6195,8556,2402,1,4,833
Customer6196,1264,134,1,1,791
Customer6197,1584,698,1,1,827
Customer6198,935,255,1,1,818
Customer6199,34885,2166,4,80,2182
Customer62,1662,548,1,1,991
Customer620,19867,8576,6,8,4119
Customer6200,1452,275,1,1,802
Customer6201,1465,10,1,2,811
Customer6202,1113,0,1,1,780
Customer6203,340,77,1,1,845
Customer6204,1172,82,1,2,815
Customer6205,1078,86,1,1,814
Customer6206,13133,2949,6,10,2683
Customer6207,4452,1142,2,2,1630
Customer6208,2402,454,1,1,843
Customer6209,12673,3589,5,7,2137
Customer621,12477,1147,4,25,2264
Customer6210,14232,5996,4,10,2037
Customer6211,2832,296,2,3,1493
Customer6212,1137,317,1,1,812
Customer6213,4600,832,1,5,801
Customer6214,3519,935,2,2,1475
Customer6215,1043,381,1,1,832
Customer6216,243,74,1,1,788
Customer6217,793,153,1,1,854
Customer6218,1458,369,2,2,802
Customer6219,4204,1709,3,4,1562
Customer622,6109,3004,4,4,2201
Customer6220,1869,517,1,1,791
Customer6221,896,211,2,2,859
Customer6222,442,71,1,1,858
Customer6223,16088,548,1,17,833
Customer6224,465,65,1,1,847
Customer6225,664,9,1,1,832
Customer6226,677,149,1,1,838
Customer6227,1457,411,1,1,794
Customer6228,5498,1766,1,5,846
Customer6229,1857,769,1,1,843
Customer623,416,20,1,1,1043
Customer6230,782,285,1,1,854
Customer6231,4347,953,4,7,1387
